Idx,Name,Stdmode,Shape,Weight,Anicount,Source,Reserved,Looks,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Color,OverLap,HP,MP,Light,Horse,Element,Expand1,Expand2,Expand3,Element1,Element2,Element3,Element4,Element5,Element6,Element7,Element8,Element9,Element10,Element11,Element12,Element13,Element14,Element15,Element16,Element17,Element18,Element19,Element20
356,强效魔法药,0,0,3,101,0,0,29,1,0,0,150,0,0,0,0,0,0,0,0,0,540,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,超级金创药,31,100,20,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,超级魔法药,31,101,20,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,强效太阳水,0,1,2,119,0,0,312,0,50,0,80,0,0,0,0,0,0,0,0,0,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,万年雪霜,0,1,2,120,0,0,260,1,100,0,100,0,0,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,金创药(小)包,31,102,8,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,魔法药(小)包,31,103,8,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,680,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,金创药(中)包,31,104,14,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,魔法药(中)包,31,105,14,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,攻击力药水,3,12,3,0,0,0,425,0,0,0,0,180,5,0,0,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,魔法力药水,3,12,3,0,0,0,423,0,0,0,0,180,0,0,3,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,道术力药水,3,12,3,0,0,0,421,0,0,0,0,180,0,0,0,0,3,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,疾风药水,3,12,3,0,0,0,420,0,0,1,0,180,0,0,0,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,HP强化水,3,12,3,0,0,0,424,0,50,0,0,120,0,0,0,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,MP强化水,3,12,3,0,0,0,422,0,0,0,50,120,0,0,0,0,0,0,0,0,2000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,攻击力药水(中),3,12,3,0,0,0,425,0,0,0,0,180,7,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,魔法力药水(中),3,12,3,0,0,0,423,0,0,0,0,180,0,0,5,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,道术力药水(中),3,12,3,0,0,0,421,0,0,0,0,180,0,0,0,0,5,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,疾风药水(中),3,12,3,0,0,0,420,0,0,2,0,180,0,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,HP强化水(中),3,12,3,0,0,0,424,0,100,0,0,120,0,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,MP强化水(中),3,12,3,0,0,0,422,0,0,0,100,120,0,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,强效攻击力药水,3,12,3,0,0,0,425,0,0,0,0,180,9,0,0,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,强效魔法力药水,3,12,3,0,0,0,423,0,0,0,0,180,0,0,7,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,强效道术力药水,3,12,3,0,0,0,421,0,0,0,0,180,0,0,0,0,7,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,强效HP强化水,3,12,3,0,0,0,424,0,150,0,0,120,0,0,0,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,强效MP强化水,3,12,3,0,0,0,422,0,0,0,150,120,0,0,0,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,超级攻击力药水,3,12,3,0,0,0,425,0,0,0,0,240,11,0,0,0,0,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,超级魔法力药水,3,12,3,0,0,0,423,0,0,0,0,240,0,0,9,0,0,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,超级道术力药水,3,12,3,0,0,0,421,0,0,0,0,240,0,0,0,0,9,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,超级HP强化水,3,12,3,0,0,0,424,0,200,0,0,180,0,0,0,0,0,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,超级MP强化水,3,12,3,0,0,0,422,0,0,0,200,180,0,0,0,0,0,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,超级疾风药水,3,12,3,0,0,0,420,0,0,4,0,240,0,0,0,0,0,0,0,0,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,强效疾风药水,3,12,3,0,0,0,420,0,0,3,0,180,0,0,0,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,苹果,3,12,3,0,0,0,426,0,200,2,200,240,10,0,10,0,10,0,0,0,60000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,疗伤药,0,1,1,121,0,0,14,1,100,0,160,0,0,0,0,0,0,0,0,0,10000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,特殊药水,0,3,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,100,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,修复油,3,9,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,800,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,战神油,3,10,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,祝福油,3,4,1,3,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,灰色药粉(少量),25,1,1,0,0,0,251,5000,0,0,0,0,0,0,0,0,0,0,0,0,2727,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,黄色药粉(少量),25,2,1,0,0,0,250,5000,0,0,0,0,0,0,0,0,0,0,0,0,2727,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,灰色药粉(中量),25,1,2,0,0,0,251,10000,0,0,0,0,0,0,0,0,0,0,0,1,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,灰色药粉(大量),25,1,3,0,0,0,251,15000,0,0,0,0,0,0,0,0,0,0,0,1,4545,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,黄色药粉(中量),25,2,2,0,0,0,250,10000,0,0,0,0,0,0,0,0,0,0,0,1,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,黄色药粉(大量),25,2,3,0,0,0,250,15000,0,0,0,0,0,0,0,0,0,0,0,1,4545,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,║卷轴区域║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,随机传送卷,3,2,1,107,0,0,404,1,0,0,0,0,0,0,0,0,0,0,0,1,100,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,地牢逃脱卷,3,1,1,106,0,0,408,1,0,0,0,0,0,0,0,0,0,0,0,1,100,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,回城卷,3,3,1,108,0,0,402,1,0,0,0,0,0,0,0,0,0,0,0,0,455,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,地牢逃脱卷包,31,106,8,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,随机传送卷包,31,107,8,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,800,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,回城卷包,31,108,8,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,行会回城卷包,31,109,8,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,行会回城卷,3,5,1,109,0,0,406,1,0,0,0,0,0,0,0,0,0,0,0,0,800,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,护身符,25,5,1,0,0,0,270,10000,0,0,0,0,0,0,0,0,0,0,0,0,500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,护身符(大),25,5,1,111,0,0,270,20000,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,║矿物区域║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,铜矿,43,0,4,0,0,0,286,10000,0,0,0,0,0,0,0,0,0,0,0,0,500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,铁矿,43,0,4,0,0,0,281,10000,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,银矿,43,0,4,0,0,0,285,10000,0,0,0,0,0,0,0,0,0,0,0,0,2500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,金矿,43,0,4,0,0,0,280,10000,0,0,0,0,0,0,0,0,0,0,0,0,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,黑铁矿,43,0,4,0,0,0,284,30000,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,金刚石,31,0,4,0,0,0,280,10000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,║金钱区域║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,金条,47,0,10,0,0,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,金砖,47,0,52,0,0,0,121,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,金盒,47,0,110,0,0,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,5元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,10元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,20元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,50元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,100元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,200元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,500元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1000元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2000元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5000元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1万元宝,31,0,1,0,0,0,549,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,╔══════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,║特殊物品区域║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,╚══════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,天翔,30,0,1,145,1,0,392,30000,0,5,0,5,0,0,0,0,0,0,60,0,1000000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,聚灵,30,0,1,182,1,0,392,15000,0,0,0,3,0,0,0,0,0,0,0,40,30000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,震天,30,0,1,183,1,0,392,12000,0,2,0,0,0,0,0,0,0,0,0,43,40000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,金铃,30,0,1,171,1,0,392,50000,0,0,0,8,0,0,0,0,0,0,0,45,50000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,货物,44,0,1,0,0,0,390,1,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,财宝箱,31,0,5,0,0,0,122,10000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,珠宝箱,31,0,5,0,0,0,122,10000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,元宝箱,31,0,5,0,0,0,122,10000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,一星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,二星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,三星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,四星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,五星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,六星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,七星珠,46,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,经验丹,31,0,1,0,0,0,502,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,万恶召唤令,31,0,1,0,0,0,288,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,万恶召唤令(4),31,0,1,0,0,0,288,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,万恶召唤令(3),31,0,1,0,0,0,288,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,万恶召唤令(2),31,0,1,0,0,0,288,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,万恶召唤令(1),31,0,1,0,0,0,288,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,橡树果,0,1,2,0,0,0,481,1,150,0,150,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,青色橡树果,0,1,2,0,0,0,482,1,200,0,200,0,0,0,0,0,0,0,0,0,7000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,银色橡树果,0,1,2,0,0,0,483,1,250,0,250,0,0,0,0,0,0,0,0,0,10000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,金色橡树果,0,1,2,0,0,0,484,1,44,1,44,1,0,0,0,0,0,0,0,0,15000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,强效太阳水包,31,117,20,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,10908,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,万年雪霜包,31,118,20,0,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,21816,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,疗伤药包,31,119,20,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,54540,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,太阳水捆药绳,2,1,1,51,0,0,1006,20000,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,雪霜捆药绳,2,1,1,52,0,0,1006,20000,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,疗伤药捆药绳,2,1,1,53,0,0,1006,20000,0,0,0,0,0,0,0,0,0,0,0,0,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
